BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,event,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,dateStart,CZ_TIMEZONE,dateEnd,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,latitude,longitude,END_LAT,END_LON,EPISODE_NARRATIVE,description,DATA_SOURCE
201704,30,500,201704,30,2359,114775,690133,MISSOURI,29,2017,April,Flood,C,23,BUTLER,PAH,2017-04-30 5:00,CST-6,2017-04-30 23:59,0,0,1,0,20.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,0,N,POPLAR BLUFF,3,SE,POPLAR BLUFF,36.75,-90.4,36.715,-90.365,"Significant flooding developed after two more thunderstorm complexes dumped heavy rain, bringing three-day rainfall totals up to a foot in isolated locations. A large complex of thunderstorms moved southeast across southeast Missouri during the evening hours of the 29th. The storms occurred near a surface cold front which sagged southward across southern Missouri during the evening. This deluge of heavy rain brought flash flooding to the Ozark foothills. During the overnight hours through the early morning of the 30th, an even larger complex of thunderstorms dumped widespread very heavy rain. This complex occurred along the same front, which moved back north as a warm front across southeast Missouri. These storms caused considerable flash flooding. They also accelerated rises in area rivers, which were already above flood stage in some cases. The rainfall total for the three-day period from April 28 to April 30 was 12.25 inches at Ellsinore in Carter County from the public. A public report of 12.01 inches was received from Old Appleton, near the Perry / Cape Girardeau County line. In Perryville (Perry County), a Cocorahs observer measured 9.87 inches. North and west of a line from Dexter to Sikeston, there were numerous reports of rainfall in the 5 to 10 inch range, including 9.60 inches at Williamsville (Wayne County), 9.21 inches at Patterson (Wayne County), 8.90 inches at Van Buren (Carter County), 7.76 inches at Marble Hill, 6.54 inches at Poplar Bluff, and 5.65 inches at the Cape Girardeau riverfront. Lesser amounts were reported in far southeast counties bordering western Kentucky.","The Black River rose rapidly above flood stage on the 30th, climbing about 14 feet in 18 hours. The flooding reached the major category as the month was closing out. A drowning occurred when a vehicle was swept off a county road outside of Harviell. The drowning victim was a 69-year-old woman, whose body was found inside her vehicle on May 2. The Black River continued rising beyond the end of the month.",CSV
201704,30,823,201704,30,841,115032,692096,MISSISSIPPI,28,2017,April,Tornado,C,51,HOLMES,JAN,2017-04-30 8:23,CST-6,2017-04-30 8:41,0,0,1,0,3.50M,700.00K,NWS Storm Survey,,,,,EF2,18.32,1900,,,,,4,WNW,PICKENS,3,ENE,DURANT,32.9005,-90.0257,33.105,-89.8245,"During the early morning hours of April 30th, a squall line of severe thunderstorms developed across central Louisiana and pushed eastward across the ArkLaMiss. The line intensified as it approached the Mississippi River and caused wind damage and tornadoes. As the convective system evolved into Mississippi, numerous tornadoes developed along the advancing line, with the most prolific damage occurring along the track of a large meso-scale convective vortex (MCV). This feature tracked roughly from Claiborne County through western Hinds/Madison, eastern Yazoo, eastern Holmes, southeastern Carroll, Montgomery, and northwestern Webster counties. This corridor is where the most significant damage occurred, as well as one fatality. Flash flooding, hail, and other wind damage occurred as these storms moved through.","This strong tornado started several miles west of Pickens off Highway 432 and tracked Northeast for roughly 23 miles. The tornado impacted areas west of Goodman, Holmes County State Park and a direct hit on the town of Durant. The tornado was very wide and was roughly 1.2 miles wide at its widest point. Across the entire path, thousands of trees were damaged/uprooted/snapped. Hundreds of power poles and power lines were down as well. The large majority of structures that were damaged were indicated by minor to moderate roof damage with singles/siding torn off to partial loss of decking. Multiple structures were more heavily damaged by trees falling on them. Some of the more significant tree and structural damage occurred along Courts Road, Salem Road, Ebenezer Pickens Road and Jordan Road. Four mobile homes were destroyed along Jordan Road, including a new, well secured, mobile home. Significant tree damage also occurred along Highway 51 and along State Park Road just west of Highway 51. The town of Durant took a direct hit. Many buildings and homes sustained minor to moderate roof damage. A few less sound structures were destroyed. Numerous power lines were also down. The tornado continued a bit further to the northeast before dissipating. The total path length was 23.4 miles.",CSV
201704,30,1245,201704,30,1245,114759,694328,TENNESSEE,47,2017,April,Strong Wind,Z,27,DAVIDSON,OHX,2017-04-30 12:45,CST-6,2017-04-30 12:45,0,0,1,0,0.00K,0.00K,Emergency Manager,39,EG,,,,,,,,,,,,,,,,,,,,A QLCS (Quasi-Linear Convective System) moved from southwest to northeast across Middle Tennessee during the afternoon hours on April 30. Numerous reports of wind damage were received. Gusty south gradient winds up to 45 mph out ahead of the approaching QLCS also resulted in one death in Nashville.,"Strong southerly gradient winds out ahead of an approaching QLCS blew over a metal soccer goal that struck in the 2300 block of Antioch Pike, killing a 2 year old girl. A peak wind gust of 37 knots (43 mph) was measured at the Nashville Airport ASOS at 150 PM CDT prior to the storms arriving later in the afternoon.",CSV
201704,30,1359,201704,30,1359,114056,683065,TENNESSEE,47,2017,April,Thunderstorm Wind,C,103,LINCOLN,HUN,2017-04-30 13:59,CST-6,2017-04-30 13:59,0,0,1,0,,,Broadcast Media,52,EG,,,,,,,,,,3,W,KELSO,3,W,KELSO,35.13,-86.52,35.13,-86.52,"A squall line tracked east-northeast through middle Tennessee during the afternoon hours.  As the line of storms moved through Lincoln County, one individual was killed by a falling tree in Fayetteville.",A female was killed by a fallen tree onto a vehicle in the driveway of their residence on Rambo Road in Fayetteville.,CSV
201704,30,2230,201704,30,2359,115396,714272,MISSOURI,29,2017,April,Flood,C,99,JEFFERSON,LSX,2017-04-30 22:30,CST-6,2017-04-30 23:59,0,0,1,0,0.00K,0.00K,Official NWS Observations,,,Heavy Rain,,,,,,,,,6,W,HOENE SPG,5,S,FRUMET,38.4664,-90.7359,38.0996,-90.7141,"A strong spring storm system brought multiple rounds of thunderstorms and heavy rain to the southeast half of Missouri during the weekend of April 29th-30th.  Rainfall totals surpassed nine inches in some locations and this led to flash flooding and historic flooding along some of the tributaries of the Missouri and Mississippi Rivers. Areas along the Meramec River were especially hard hit as new records were set at Steelville, Sullivan, and Eureka. The previous records had just recently been set during the late December flooding of 2015. Two major highways, I-44 and I-55 were shut down for a number of days due to the record river flooding from this event. A few thunderstorms also became severe during the afternoon of April 29th, with two weak tornadoes documented.","The Meramec and Big Rivers rose above major flood stage in the late evening hours of April 30th due to the heavy rainfall. A number of roads were closed due to the river flooding. A 77-year old man drowned when he walked to a creek (that feeds into the nearby Big River) near his house (off of Mimi Mountain Road and Highway BB) to survey the rising water, slipped and was swept away by the current. His body was recovered about three quarters of a mile downstream.",CSV
201705,1,0,201705,20,900,115620,698416,ILLINOIS,17,2017,May,Flood,C,165,SALINE,PAH,2017-05-01 0:00,CST-6,2017-05-20 9:00,0,0,1,0,30.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,2,E,PANKEYVILLE,2,ENE,PANKEYVILLE,37.7064,-88.4859,37.71,-88.5045,"A series of heavy rainfall events in April, followed by another heavy rainfall event in early May, kept many rivers above flood stage for all or most of the month. Some of the river flooding was major. Rainfall totals from April 28-30 ranged from 6 to 10 inches across much of southern Illinois, from Anna and Du Quoin eastward to the Wabash Valley.",The middle fork of the Saline River remained flooded for much of the month. An elderly man drowned after driving around barricades to a bridge over the river. The man's truck was washed off the road in the area of the bridge. The incident occurred on a county road southeast of Harrisburg.,CSV
201705,1,0,201705,4,900,116192,698410,MISSOURI,29,2017,May,Flood,C,23,BUTLER,PAH,2017-05-01 0:00,CST-6,2017-05-04 9:00,0,0,1,0,2.50M,100.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,0,N,POPLAR BLUFF,1,WNW,QULIN,36.75,-90.4,36.6026,-90.2819,"Record or near-record flooding occurred after a succession of thunderstorm complexes dumped heavy rain in late April, bringing three-day rainfall totals up to a foot in isolated locations. A large complex of thunderstorms moved southeast across southeast Missouri during the evening hours of the 29th. During the overnight hours through the early morning of the 30th, an even larger complex of thunderstorms dumped widespread very heavy rain. This complex occurred along the same front, which moved back north as a warm front across southeast Missouri. These storms accelerated rises in area rivers, which were already above flood stage in some cases.","Major flooding occurred on the Black River as the month began. At the Poplar Bluff river gage, the river crested at 21.96 feet late on the morning of the 1st. This crest was only a few inches below the record crest of 22.15 feet, set in March of 2008. The main levee from Poplar Bluff to the Qulin area was under extreme stress. One section of levee broke in the vicinity of County Road 608, requiring eight houses to be evacuated. The levee was overtopped in more than a dozen spots. The part of the levee protecting Poplar Bluff, including the downtown area, was overtopped in a couple of places. Police and firefighters went door-to-door on the south side of Poplar Bluff advising residents of a levee breach just outside the city limits. Some homes in the flood plain were flooded, mostly in rural areas south of Poplar Bluff. Areas of south central Butler County were evacuated. A total of about 54 homes were damaged, and two were destroyed. About 10 businesses were damaged. A Red Cross shelter at the Black River Coliseum sheltered about 80 residents. There were two fatalities as a result of the river flooding. The first drowning victim was a 69-year-old woman, whose body was recovered from inside her vehicle on May 2 but who actually drowned on April 30. Her vehicle was swept off a county road outside of Harviell. The second drowning involved a 60-year-old man, whose truck was washed off Route 53 into a ditch near County Road 618.  Most area schools were closed during the crisis. Grain bins were flooded, though some of the crop was removed before the flooding could damage it. Numerous state and county roads were closed, including Highway 53. Parts of Qulin were flooded. Between Qulin and Neelyville, residents of the Coon Island area were evacuated. In the Neelyville area, about a half dozen or so people were evacuated by boat. Damage to public property alone was estimated at nearly two million dollars.",CSV
201705,4,2000,201705,4,2000,114198,683980,MISSOURI,29,2017,May,Flood,C,65,DENT,SGF,2017-05-04 20:00,CST-6,2017-05-04 20:00,0,0,1,0,10.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2,S,JACK,2,S,JACK,37.5975,-91.6766,37.5992,-91.6779,"Another round of moderate to heavy rainfall fell on top of very saturated ground from recent historic flooding across the Missouri Ozarks. This rainfall led to more swollen streams, swollen rivers, and flooded low water crossings.",The Missouri State Highway Patrol reported that a man drowned near a low water crossing at County Road 2430 and Dry Fork Creek.  The man attempted to drive across a flooded low water crossing but the car was swept away.,CSV
201705,5,1920,201705,5,1920,116340,699896,VIRGINIA,51,2017,May,Thunderstorm Wind,C,87,HENRICO,AKQ,2017-05-05 19:20,EST-5,2017-05-05 19:20,0,0,1,0,10.00K,0.00K,Public,50,EG,,,,,,,,,,1,N,HIGHLAND SPGS,1,N,HIGHLAND SPGS,37.56,-77.33,37.56,-77.33,Scattered severe thunderstorms in advance of low pressure and its associated cold front produced damaging winds and six tornadoes across portions of central and eastern Virginia.,Large tree limb was downed onto a vehicle on Confederate Run Court.,CSV
201705,7,1430,201705,7,1430,114263,684570,COLORADO,8,2017,May,Lightning,C,35,DOUGLAS,BOU,2017-05-07 14:30,MST-7,2017-05-07 14:30,1,0,1,0,5.00K,,Broadcast Media,,,,,,,,,,,,0,N,SEDALIA,0,N,SEDALIA,39.43,-104.97,39.43,-104.97,"In Sedalia, a 37-year-old woman and her horse were killed after lightning hit a nearby tree.  A teenage girl was also seriously injured.  Damaging microburst winds downed trees and power poles across parts of Adams, Arapahoe, Denver and Douglas Counties.  Electrical lines and branches were also snapped causing scattered power outages.",A woman and her horse were killed after they were struck by lightning.  A 15-year-old girl also sustained serious injuries and was treated for electrocution.,CSV
201705,14,1545,201705,14,1545,117090,704428,NEW JERSEY,34,2017,May,Thunderstorm Wind,C,31,PASSAIC,OKX,2017-05-14 15:45,EST-5,2017-05-14 15:45,6,0,1,0,2.00K,,Broadcast Media,43,EG,,,,,,,,,,1,ENE,PASSAIC,1,ENE,PASSAIC,40.8566,-74.1289,40.8566,-74.1289,An upper level low triggered strong thunderstorms over Northeast New Jersey.,"A large tree limb fell onto Paulison Avenue, killing one person and injuring six. Nearby Observations (KCDW and KTEB) and radar support winds of between 40 and 50 mph.",CSV
201705,16,1544,201705,16,1638,114827,689564,WISCONSIN,55,2017,May,Tornado,C,5,BARRON,MPX,2017-05-16 15:44,CST-6,2017-05-16 16:38,25,0,1,0,10.10M,0.00K,NWS Storm Survey,,,,,EF2,31.34,1320,MPX,WI,107,RUSK,2,NW,REEVE,6,ESE,CANTON,45.2551,-92.1562,45.3923,-91.5413,"Severe thunderstorms developed along a warm-front in Southern Minnesota during the afternoon. During the late-afternoon and evening, storms continued to progress eastward and develop over Northwestern Wisconsin. One supercell developed a long-track tornado that traveled 83 miles from 5 miles south of Clayton, WI to 13 miles southeast of Hawkins, WI. This is likely the longest single tornado track in Wisconsin since records began being kept in 1950, as a couple events in May 1953 were very likely multiple tornadoes. There were also numerous reports of very large hail, up to 3 inches in diameter that occurred in a long swath from southwest to Amery, to near Cameron. ||Based on damage assessments through the state of Wisconsin, the total number of residential homes affected in Barron County alone was 160. Of those affected, 75 had minor damage, 45 had major damage, and 40 were destroyed. Total estimated damages were 5.1 million dollars. The total number of businesses affected in Barron County was 6. Of those, 2 had minor damage, and 4 were destroyed. Total estimated damages were 5.0 million dollars. This includes six barns at a Jennie-O turkey farm, located off of Highway SS and north of Highway OO near Chetek's Prairie Lake Estates mobile park, where some were destroyed. There were approximately 25,000 birds lost in the tornado.||In Rusk County, the total number of residential homes was 27. Of those affected, 21 had minor damage, 3 had major damage, and 1 was destroyed. Total estimated damages were $420,000 dollars.","The tornado first developed over southeastern Polk County, then tracked mostly east-northeast across southern Barron before moving into Rusk County and eventually Price County. In Barron County, the tornado hit numerous farmsteads, devastating barns and other outbuildings.  The hardest hit area in Barron County was just north of Chetek, WI, where high-end EF2 damage was found. A number of mobile homes were completely demolished, and this is where the one fatality occurred. After that, several turkey barns were leveled, and then multiple homes were hit hard near Prairie Lake, especially those on the eastern shore.",CSV
201705,16,1553,201705,16,1553,116120,697927,FLORIDA,12,2017,May,Rip Current,Z,168,COASTAL PALM BEACH COUNTY,MFL,2017-05-16 15:53,EST-5,2017-05-16 15:53,2,0,1,0,,,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,A strong east wind and a incoming swell brought an elevated risk of rip currents to Atlantic coast beaches. A man drowned caught in a rip current at Palm Beach. Two others were injured and taken to the hospital trying to help.,A rip current at the 100 block of South Ocean Boulevard in Palm Beach killed one person and injured two others. A man was in distress caught in a rip current when another man attempted to rescue him. A police officer arrived and was able to pull both men out of the water. One man was unresponsive and was pronounced dead. The other man and the police officer were taken to local hospital and later released. The beach was unguarded at the time.,CSV
201705,16,1746,201705,16,1812,115199,702632,OKLAHOMA,40,2017,May,Tornado,C,9,BECKHAM,OUN,2017-05-16 17:46,CST-6,2017-05-16 18:12,10,0,1,0,25.00M,0.00K,NWS Storm Survey,,,,,EF2,15,1000,OUN,OK,149,WASHITA,3,WNW,CARTER,4,ESE,ELK CITY,35.2402,-99.555,35.3816,-99.3644,"Storms formed along the dryline in the Texas panhandle on the afternoon of the 16th before moving eastward. As a cold front caught up to the storms, convection increased and storms began to form into a line. This line continued eastward across the state overnight into the 17th.","The Elk City tornado initially developed near the North Fork of the Red River about 3 miles northwest of Carter. Damage was primarily to trees and power poles for the first few miles as it moved northeast approaching State Highway 34.||One fatality occurred on State Highway 34 (Merritt Road) south of State Highway 152 when his vehicle was impacted by the tornado. According to law enforcement, the victim had been in a mobile home, then left in his vehicle to try and find more substantial shelter. He had returned to his mobile home and it's believed he was still in the vehicle when the tornado hit.||Moving northeast, permanent homes and mobile homes were damaged, and damage continued to power poles and trees. About two miles southwest of Elk City Reservoir, damage intensity with persistent EF-2 damage into Elk City as the tornado continued northeast over Elk City Reservoir and through a neighborhood on south side of Elk City just west of State Highway 6. Numerous homes were damaged and mobile homes damaged or destroyed from southwest of Elk City Reservoir through the south side of Elk City. The tornado continued moving east-northeast out of Elk City and moved into Washita County. ||Damage assessments found 66 homes destroyed (62 in Elk City) and 140 homes damaged (126 in Elk City). In addition, 3 businesses were destroyed and 5 businesses were damaged by the tornado. Damage costs are a rough estimate.",CSV
201705,17,900,201705,17,1700,116213,698678,MISSOURI,29,2017,May,Strong Wind,Z,111,SCOTT,PAH,2017-05-17 9:00,CST-6,2017-05-17 17:00,3,0,1,0,1.00K,0.00K,ASOS,35,EG,,,,,,,,,,,,,,,,,,,,"Strong south to southwest winds occurred between a surface low pressure center over the central Plains and high pressure along the Southeast U.S. coast. Peak wind gusts were measured around 40 mph. The peak wind gust in southeast Missouri was 41 mph at the Cape Girardeau airport. A few large tree limbs and rotted trees were blown down. In the city of Cape Girardeau, a large tree limb was blown down. In Sikeston, one employee was killed and three residents were injured when a rotted tree fell on them at a retirement center. The tree fell on a picnic table that was used for taking breaks. The three injured residents were taken to a hospital for moderate injuries, consisting of back, ankle, and arm pain. One resident sustained fractured ribs.",,CSV
201705,17,1550,201705,17,2000,115736,695565,ILLINOIS,17,2017,May,Strong Wind,Z,55,DOUGLAS,ILX,2017-05-17 15:50,CST-6,2017-05-17 20:00,0,3,1,0,0.00K,0.00K,Emergency Manager,39,EG,,,,,,,,,,,,,,,,,,,,"Strong southerly winds gusting to between 35 and 45mph lifted dust from recently dried fields to create significant reductions in visibility across central Illinois during the afternoon and evening of May 17th.  Blowing dust cut the visibility to near zero in some locations, prompting closures of several major roadways.  Portions of I-72 on the south side of Springfield, as well as near New Berlin were closed for a time.  I-55 near McLean and IL-104 between I-55 and Auburn were temporarily closed as well.  Numerous traffic accidents occurred due to the blowing dust, including two that resulted in fatalities.  One person died in an accident on I-72 near New Berlin, and another person was killed in a 6-car accident on Route 36 near Tuscola.","Southerly winds gusting to around 45mph created considerable blowing dust that resulted in visibility around zero at times.  As a result of the dust, a fatal traffic accident involving a semi and 6 cars occurred on Route 36 just east of Tuscola.",CSV
201705,17,1617,201705,17,1617,115628,694639,FLORIDA,12,2017,May,Lightning,C,85,MARTIN,MLB,2017-05-17 16:17,EST-5,2017-05-17 16:17,0,0,1,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,1,SSE,JENSEN BEACH,1,SSE,JENSEN BEACH,27.2414,-80.2246,27.2414,-80.2246,"A weak developing thunderstorm over the nearshore waters off Martin County moved westward over Jensen Beach during the late afternoon. A construction worker was stuck by lightning, transported to the hospital and later died from the injuries.","A weak developing thunderstorm over the nearshore waters off Martin County moved westward over Jensen Beach during the late afternoon. A 47-year-old construction worker was seriously injured when he was struck by lightning while working on a pool and club house at Ocean Breeze Park. Other co-workers on the site performed CPR until first responders arrived. The injured man was then transported to a local hospital in critical condition, and later to a regional medical center in West Palm Beach. The man died from the lightning injuries over a month later.",CSV
201705,17,1645,201705,17,1653,116168,698304,IOWA,19,2017,May,Thunderstorm Wind,C,23,BUTLER,DMX,2017-05-17 16:45,CST-6,2017-05-17 16:53,0,0,1,0,60.00K,0.00K,COOP Observer,65,EG,,,,,,,,,,1,N,PARKERSBURG,2,WSW,NEW HARTFORD,42.58,-92.78,42.5643,-92.6573,"After a cold front stalled out across northwest Iowa the previous night, much of Iowa was firmly within the warm sector of an approaching surface low. As a result, winds were strong out of the south, helping keep dew points in the mid to upper 60s. While temperatures were only in the 70s, with the relatively high dew points SBCAPE values were able to eclipse 2000 J/kg in an uncapped environment.  Storms began to initiate in the early afternoon, primarily producing funnel clouds and hail.  As a weak boundary ahead of the parent cold front moved through, storms organized linearly and became primary wind gust and damaging wind producers as they traveled north/northeast.","Coop observer reported very high winds estimated at over 70 mph.  Power reported out in Parkersburg, semi overturned on Highway 57 resulting in one fatality, and numerous tree limbs down on roads.  A 3 foot diameter tree also downed in Parkersburg.",CSV
201705,23,1703,201705,23,1714,116273,699162,ATLANTIC SOUTH,87,2017,May,Waterspout,Z,352,EDISTO BEACH SC TO SAVANNAH GA OUT 20NM,CHS,2017-05-23 17:03,EST-5,2017-05-23 17:14,0,0,3,0,,0.00K,Coast Guard,,,,,,,,,,,,3,WNW,TYBEE ISLAND,5,NE,TYBEE ISLAND,32.0328,-80.8825,32.07,-80.79,"A strong line of thunderstorms develop across portions of southeast Georgia and southeast South Carolina in the afternoon hours. This line eventually impacted the coast and the adjacent Atlantic coastal waters, primarily producing strong wind gusts. The event also included a tornado that moved through Fort Pulaski and then into the coastal waters, becoming a waterspout.","A National Weather Service storm survey team confirmed an EF2 tornado that caused damage to Fort Pulaski and then exited into the Atlantic Ocean north of Tybee Island as a strong waterspout. As the waterspout tracked to the east-northeast, the Coast Guard reported that it capsized the 47 foot fishing vessel named Miss Debbie. The Coast Guard received an emergency position indicating radio beacon about 1.6 miles northeast of the northern end of Tybee Island. After several days of search and rescue operations including the South Carolina Department of Natural Resources, the 3 male crew members were presumed to have drowned. Based on radar data, the waterspout continued to track to the east-northeast before dissipating.",CSV
201705,25,1200,201705,25,1800,116209,698578,NEVADA,32,2017,May,Heat,Z,20,LAS VEGAS VALLEY,VEF,2017-05-25 12:00,PST-8,2017-05-25 18:00,0,0,1,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,One person died on the outskirts of Las Vegas due to heat related causes.,One man died of heat related causes on the southern outskirts of the Las Vegas Valley.,CSV
201705,27,2145,201705,27,2245,115177,691476,MISSOURI,29,2017,May,Flash Flood,C,213,TANEY,SGF,2017-05-27 21:45,CST-6,2017-05-27 22:45,0,0,3,0,500.00K,0.00K,Fire Department/Rescue,,,Heavy Rain,,,,,,,,,2,S,BRANSON MEM ARPT,2,S,BRANSON MEM ARPT,36.6163,-93.282,36.6178,-93.2844,"Multiple rounds of severe thunderstorms brought damaging straight-line winds, large hail, tornadoes, and flooding to the Missouri Ozarks from May 27th into the early morning hours of May 28th. Over 130 reports of severe weather and flooding were received from the Missouri Ozarks.","Highway 165 was closed due flash flooding of Cooper Creek. Numerous swift water rescues were conducted around the Branson area. Three people visiting from out of town were swept away and drowned in flood waters along Cooper Creek right off Fall Creek Road. Cooper Creek rose about 10 feet in about 15 minutes. Water flooded restaurants and a hotel along the creek. About 35 people on the first floor of the hotel were evacuated. There was severe damage to the restaurants and hotel.  This storm report will contain dollar estimates for damage to homes, businesses, and infrastructure with this flood event.",CSV
201705,28,1515,201705,28,1515,116184,703403,TEXAS,48,2017,May,Rip Current,Z,243,NUECES,CRP,2017-05-28 15:15,CST-6,2017-05-28 15:15,0,0,1,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,A 35 year old man visiting Padre Island drowned on the afternoon of the 28th. Emergency crews were sent to Beach Marker 230 near Bob Hall Pier. The man was transported to Bay Area Hospital in Corpus Christi where he was pronounced dead.,A 35 year old man visiting Padre Island drowned in a rip current on the afternoon of the 28th. Emergency crews were sent to Beach Marker 230 near Bob Hall Pier. The man was pronounced dead at Bay Area Hospital in Corpus Christi.,CSV
201705,28,1750,201705,28,1750,115178,691694,LOUISIANA,22,2017,May,Thunderstorm Wind,C,31,DE SOTO,SHV,2017-05-28 17:50,CST-6,2017-05-28 17:50,2,0,1,0,0.00K,0.00K,Law Enforcement,61,EG,,,,,,,,,,1,ESE,TRENTON,1,ESE,TRENTON,31.9255,-93.7101,31.9255,-93.7101,"Overnight showers and thunderstorms which held together into the morning hours of Sunday May 28th, moved into Northern Louisiana from the northwest during the morning hours after daybreak. Isolated severe thunderstorms developed near Bossier City during the mid-morning hours, producing numerous reports of penny to quarter size hail. These storms mostly dissipated by midday, leaving numerous outflow boundaries across the area. Meanwhile, a warm front moving northward into the area resulted in dew points quickly rising from the mid 60s to the mid 70s with its passage. This front stalled out near the Interstate 30 corridor of Northeast Texas, and south of this boundary, scattered thunderstorms quickly developed by mid-afternoon and spread east across East Texas near and south of the Interstate 20 corridor. These storms rapidly intensified during peak afternoon heating and instability, and produced numerous reports of wind damage across extreme Eastern Texas and North Louisiana. |In addition to widespread straight line winds which exceeded 80-90 mph at times as they organized into a large scale bow echo, isolated tornadoes also touched down south and east of Natchitoches. Training storms moving west to east also producing brief flash flooding at some locations. These storms overall had only shown very slight weakening trends by the time they entered Central Louisiana after 10 pm that evening. In the storms' wake, over 103,000 customers were left without power across East Texas and Western Louisiana in the AEP SWEPCO coverage area, which was the 4th worst storm (with outages) in the company's 105 year history.","A tree fell on a vehicle that was traveling west of Hudson Darby Road, just east of Highway 71. Louisiana State Police reported that a 21 year-old male passenger sitting in the rear seat sustained fatal injuries from the falling tree. The 52 year-old male driver and a 59 year-old front seat passenger sustained moderate injuries from the incident and were transported to University Health Hospital in Shreveport for treatment.",CSV
201705,28,1825,201705,28,1825,115178,691698,LOUISIANA,22,2017,May,Thunderstorm Wind,C,81,RED RIVER,SHV,2017-05-28 18:25,CST-6,2017-05-28 18:25,1,0,1,0,0.00K,0.00K,Broadcast Media,65,EG,,,,,,,,,,1,E,SPRINGVILLE,1,E,SPRINGVILLE,32.0198,-93.3171,32.0198,-93.3171,"Overnight showers and thunderstorms which held together into the morning hours of Sunday May 28th, moved into Northern Louisiana from the northwest during the morning hours after daybreak. Isolated severe thunderstorms developed near Bossier City during the mid-morning hours, producing numerous reports of penny to quarter size hail. These storms mostly dissipated by midday, leaving numerous outflow boundaries across the area. Meanwhile, a warm front moving northward into the area resulted in dew points quickly rising from the mid 60s to the mid 70s with its passage. This front stalled out near the Interstate 30 corridor of Northeast Texas, and south of this boundary, scattered thunderstorms quickly developed by mid-afternoon and spread east across East Texas near and south of the Interstate 20 corridor. These storms rapidly intensified during peak afternoon heating and instability, and produced numerous reports of wind damage across extreme Eastern Texas and North Louisiana. |In addition to widespread straight line winds which exceeded 80-90 mph at times as they organized into a large scale bow echo, isolated tornadoes also touched down south and east of Natchitoches. Training storms moving west to east also producing brief flash flooding at some locations. These storms overall had only shown very slight weakening trends by the time they entered Central Louisiana after 10 pm that evening. In the storms' wake, over 103,000 customers were left without power across East Texas and Western Louisiana in the AEP SWEPCO coverage area, which was the 4th worst storm (with outages) in the company's 105 year history.",A 66 year-old female and her dog were killed when a large tree fell on her home near the 100 block of Esperanza Road in Coushatta. Another person in the home sustained minor injuries.,CSV
201705,28,2000,201705,28,2000,115178,691706,LOUISIANA,22,2017,May,Thunderstorm Wind,C,21,CALDWELL,SHV,2017-05-28 20:00,CST-6,2017-05-28 20:00,0,0,1,0,0.00K,0.00K,Law Enforcement,78,EG,,,,,,,,,,2,SSE,HEBERT,2,SSE,HEBERT,32.1473,-91.9656,32.1473,-91.9656,"Overnight showers and thunderstorms which held together into the morning hours of Sunday May 28th, moved into Northern Louisiana from the northwest during the morning hours after daybreak. Isolated severe thunderstorms developed near Bossier City during the mid-morning hours, producing numerous reports of penny to quarter size hail. These storms mostly dissipated by midday, leaving numerous outflow boundaries across the area. Meanwhile, a warm front moving northward into the area resulted in dew points quickly rising from the mid 60s to the mid 70s with its passage. This front stalled out near the Interstate 30 corridor of Northeast Texas, and south of this boundary, scattered thunderstorms quickly developed by mid-afternoon and spread east across East Texas near and south of the Interstate 20 corridor. These storms rapidly intensified during peak afternoon heating and instability, and produced numerous reports of wind damage across extreme Eastern Texas and North Louisiana. |In addition to widespread straight line winds which exceeded 80-90 mph at times as they organized into a large scale bow echo, isolated tornadoes also touched down south and east of Natchitoches. Training storms moving west to east also producing brief flash flooding at some locations. These storms overall had only shown very slight weakening trends by the time they entered Central Louisiana after 10 pm that evening. In the storms' wake, over 103,000 customers were left without power across East Texas and Western Louisiana in the AEP SWEPCO coverage area, which was the 4th worst storm (with outages) in the company's 105 year history.","A large tree fell on a home on Templeton Bend Road in the Hebert community northeast of Columbia. The tree fell on an 18 year-old male inside the home, who died from his injuries. Numerous other trees were snapped along Templeton Road.",CSV
